ID;ValorDecimal;Texto;URL;Timestamp;Booleano
49;6.9089029101501875;Texto639;https://www.demo.com;20241113082016.105;False
28;92.34353116045986;Texto392;https://www.pagina.com;20241113082016.105;False
14;91.8675315936235;Texto39;https://www.example.com;20241113082016.106;False
34;35.86829218428509;Texto519;https://www.site.com;20241113082016.106;True
14;79.0575923144974;Texto125;https://www.site.com;20241113082016.106;True
9;15.031040197884868;Texto337;https://www.site.com;20241113082016.106;True
18;71.16907209957134;Texto474;https://www.demo.com;20241113082016.106;False
50;13.37840410164247;Texto119;https://www.demo.com;20241113082016.106;True
11;90.67555411091242;Texto326;https://www.teste.com;20241113082016.106;False
48;1.1456853912534068;Texto338;https://www.site.com;20241113082016.106;False
15;26.3728494224575;Texto212;https://www.pagina.com;20241113082016.106;False
1;42.21331119760128;Texto889;https://www.site.com;20241113082016.106;False
27;21.981851333203952;Texto176;https://www.demo.com;20241113082016.106;False
35;69.26724932952305;Texto919;https://www.example.com;20241113082016.106;True
50;78.11393264478556;Texto942;https://www.site.com;20241113082016.106;True
37;51.91159541494099;Texto633;https://www.pagina.com;20241113082016.106;True
40;79.17161512140484;Texto506;https://www.pagina.com;20241113082016.106;True
27;20.881265925273194;Texto718;https://www.site.com;20241113082016.106;True
45;64.82834031479558;Texto260;https://www.demo.com;20241113082016.106;False
14;18.325588141907343;Texto239;https://www.example.com;20241113082016.106;True
20;95.8195716733571;Texto864;https://www.pagina.com;20241113082016.106;False
13;21.59283944929562;Texto223;https://www.example.com;20241113082016.106;True
6;70.8222622265374;Texto437;https://www.example.com;20241113082016.106;True
41;16.254395729557004;Texto628;https://www.demo.com;20241113082016.106;True
37;14.349567282348408;Texto526;https://www.demo.com;20241113082016.106;False
40;71.19140675179365;Texto87;https://www.example.com;20241113082016.106;False
33;24.55842551943865;Texto882;https://www.demo.com;20241113082016.106;False
37;10.662958167840342;Texto706;https://www.teste.com;20241113082016.106;False
3;78.0264339717614;Texto635;https://www.demo.com;20241113082016.106;False
47;85.19137977156328;Texto475;https://www.teste.com;20241113082016.106;True
18;33.033634152214916;Texto289;https://www.example.com;20241113082016.106;False
49;35.749952920984455;Texto418;https://www.example.com;20241113082016.107;False
27;80.99549575395982;Texto948;https://www.site.com;20241113082016.107;True
21;2.853065821143531;Texto373;https://www.demo.com;20241113082016.107;False
33;51.64245912098528;Texto115;https://www.demo.com;20241113082016.107;False
20;32.061492729141726;Texto780;https://www.pagina.com;20241113082016.107;False
5;57.07507947452491;Texto361;https://www.pagina.com;20241113082016.107;False
40;25.025229957915048;Texto15;https://www.site.com;20241113082016.107;True
10;25.76002497583647;Texto845;https://www.site.com;20241113082016.107;False
34;76.22826487105674;Texto384;https://www.teste.com;20241113082016.107;False
28;12.308762739602788;Texto845;https://www.demo.com;20241113082016.107;False
16;12.06829902947573;Texto994;https://www.teste.com;20241113082016.107;False
49;46.14456353744497;Texto469;https://www.site.com;20241113082016.107;True
41;5.325756155819183;Texto915;https://www.demo.com;20241113082016.107;False
36;42.99344376232022;Texto203;https://www.demo.com;20241113082016.107;False
41;40.72524103681929;Texto978;https://www.demo.com;20241113082016.107;False
42;22.964291359899143;Texto347;https://www.pagina.com;20241113082016.107;True
37;23.08395523514027;Texto816;https://www.example.com;20241113082016.107;False
38;32.32964769912064;Texto114;https://www.demo.com;20241113082016.107;False
41;87.84074703126723;Texto496;https://www.example.com;20241113082016.107;True
33;76.34115511985325;Texto782;https://www.pagina.com;20241113082016.107;False
6;52.221216310642255;Texto752;https://www.example.com;20241113082016.107;False
49;43.72513970696674;Texto618;https://www.teste.com;20241113082016.107;False
21;14.766324708833535;Texto678;https://www.site.com;20241113082016.107;False
29;53.47228243228522;Texto847;https://www.demo.com;20241113082016.109;False
