ID;ValorDecimal;Texto;URL;Timestamp;Booleano
19;84.9223259146694;Texto571;https://www.demo.com;20241113082016.087;False
15;2.7874703216262553;Texto119;https://www.pagina.com;20241113082016.087;False
15;88.03606906956375;Texto195;https://www.teste.com;20241113082016.087;True
4;37.10942133018026;Texto454;https://www.teste.com;20241113082016.087;True
23;57.47763497670489;Texto264;https://www.site.com;20241113082016.087;False
38;26.152321722449244;Texto767;https://www.example.com;20241113082016.087;False
49;35.39852329139261;Texto491;https://www.pagina.com;20241113082016.087;False
21;74.68438676179501;Texto218;https://www.demo.com;20241113082016.087;True
39;21.106078334782346;Texto814;https://www.site.com;20241113082016.087;True
18;28.56463327473427;Texto94;https://www.pagina.com;20241113082016.087;False
37;88.475814510643;Texto267;https://www.pagina.com;20241113082016.087;True
41;33.87343999179941;Texto626;https://www.pagina.com;20241113082016.087;False
42;92.70968022774385;Texto409;https://www.site.com;20241113082016.087;False
18;41.898002325371394;Texto249;https://www.pagina.com;20241113082016.087;True
40;4.497735379525929;Texto393;https://www.example.com;20241113082016.087;False
24;44.04766687334877;Texto20;https://www.teste.com;20241113082016.087;True
21;69.86421394087652;Texto593;https://www.demo.com;20241113082016.087;True
48;85.77591392125042;Texto76;https://www.demo.com;20241113082016.087;False
28;2.938085766392655;Texto877;https://www.example.com;20241113082016.087;False
15;76.70191486969067;Texto782;https://www.example.com;20241113082016.087;False
4;44.65329338490269;Texto335;https://www.site.com;20241113082016.087;True
31;78.3850774458632;Texto824;https://www.demo.com;20241113082016.087;False
43;19.813771163538572;Texto683;https://www.example.com;20241113082016.087;False
37;1.4688950205574431;Texto997;https://www.demo.com;20241113082016.087;False
21;47.68949449819628;Texto498;https://www.example.com;20241113082016.087;False
41;34.014852263763096;Texto585;https://www.demo.com;20241113082016.087;True
41;62.45658009122697;Texto468;https://www.demo.com;20241113082016.087;False
18;21.67293751775635;Texto27;https://www.example.com;20241113082016.087;False
31;36.08598180470806;Texto619;https://www.pagina.com;20241113082016.087;False
35;10.763505779170991;Texto534;https://www.example.com;20241113082016.087;False
31;32.55080734966007;Texto515;https://www.pagina.com;20241113082016.087;True
30;59.20065943614377;Texto652;https://www.teste.com;20241113082016.087;True
14;41.8221275877559;Texto219;https://www.site.com;20241113082016.087;True
5;72.98205182518961;Texto672;https://www.teste.com;20241113082016.087;False
27;14.980272840815793;Texto680;https://www.demo.com;20241113082016.087;True
14;91.99632899639113;Texto764;https://www.pagina.com;20241113082016.087;True
5;14.890690450252233;Texto911;https://www.pagina.com;20241113082016.087;False
5;41.46594973044848;Texto711;https://www.site.com;20241113082016.087;True
23;47.93751739334696;Texto549;https://www.teste.com;20241113082016.087;True
31;62.06615313835261;Texto449;https://www.site.com;20241113082016.087;True
41;8.188099097335531;Texto448;https://www.teste.com;20241113082016.087;True
14;65.94437967419117;Texto869;https://www.demo.com;20241113082016.088;True
39;91.39475160581867;Texto206;https://www.example.com;20241113082016.088;False
4;74.34189431685276;Texto564;https://www.teste.com;20241113082016.088;False
37;94.39388788278146;Texto739;https://www.demo.com;20241113082016.088;True
1;98.75916263952806;Texto411;https://www.site.com;20241113082016.088;True
34;8.058714754716625;Texto531;https://www.teste.com;20241113082016.088;False
15;32.69627278162898;Texto870;https://www.site.com;20241113082016.088;False
32;76.90225953850337;Texto250;https://www.pagina.com;20241113082016.088;False
43;79.36946572247327;Texto785;https://www.site.com;20241113082016.088;False
8;21.701782877258093;Texto434;https://www.demo.com;20241113082016.088;False
11;64.85544994547288;Texto895;https://www.example.com;20241113082016.088;True
28;19.617733781107553;Texto208;https://www.site.com;20241113082016.088;False
45;56.89909704061933;Texto424;https://www.pagina.com;20241113082016.088;False
22;84.28208505721169;Texto623;https://www.demo.com;20241113082016.088;True
23;85.87034637297438;Texto892;https://www.pagina.com;20241113082016.088;True
